GeneSymbol,Combined T/B,FDR,Affy T/B,Agilent T/B,Illum T/B,Nimbl T/B,AffyT.1,AffyT.2,AffyT.3,AffyB.1,AffyB.2,AffyB.3,AgilT.1,AgilT.2,AgilT.3,AgilB.1,AgilB.2,IllumT.1,IllumT.2,IllumT.3,IllumB.1,IllumB.2,IllumB.3,NimbT.1,NimbT.2,NimbT.3,NimbB.1,NimbB.2,NimbB.3
1810020g14Rik,1.168,0.008266666666667,,1.054,1.258,1.193,,,,,,,1279.8,1586.8,1342.0,1324.6,1338.6,726.7,727.6,766.3,584.0,520.1,661.0,3575.3,3713.6,2864.3,3205.7,3115.6,2187.6
Bc017158,1.168,0.044233333333333,,1.269,1.246,0.990,,,,,,,551.9,690.8,643.8,514.8,476.0,187.9,195.8,195.7,138.1,145.9,181.1,604.9,689.8,758.2,612.2,951.7,510.4
Btg2,1.168,0.039533333333333,1.225,1.044,1.236,,348.8,358.4,372.8,293.8,266.5,321.4,1940.2,1680.2,1950.8,1717.8,1841.2,44.8,19.6,25.2,23.7,27.2,21.6,8047.7,8451.7,8561.6,4695.1,4285.8,5445.5
Sf4,1.168,0.009133333333333,1.031,1.058,1.332,1.253,55.3,62.7,56.9,56.4,44.7,68.4,1485.1,2034.0,1723.8,1717.8,1586.9,1274.8,1212.0,1299.8,858.8,970.5,1013.6,3396.8,3133.3,3453.0,1557.5,3219.9,3191.6
Ai461788,1.168,0.049533333333333,,1.378,0.970,1.157,,,,,,,145.8,105.9,124.1,76.9,104.8,89.4,78.2,99.4,98.8,86.1,90.2,2168.7,2450.6,2240.4,2307.8,1460.6,2161.3
Crsp8,1.169,0.006466666666667,,1.104,1.143,1.259,,,,,,,998.0,1166.0,885.0,939.8,902.0,390.7,359.8,403.7,300.4,396.9,312.1,836.2,659.1,674.6,622.5,595.0,505.9
Taf15,1.169,0.027266666666667,0.875,1.479,1.004,1.317,240.4,243.5,172.4,258.2,236.5,255.1,496.8,620.6,445.6,273.1,431.2,780.6,797.1,602.6,713.7,736.8,721.1,666.3,700.8,679.9,640.8,359.1,554.3
Ptk9,1.169,0.0137,,1.117,1.154,1.237,,,,,,,562.0,761.4,511.9,536.0,559.8,47.4,49.5,43.5,40.3,43.5,38.0,6127.9,4633.2,3948.3,4048.3,3538.1,4306.9
Nfatc3,1.169,0.033133333333333,1.105,,1.001,1.401,451.2,462.6,419.6,439.3,370.9,396.8,873.6,529.4,977.4,372.0,476.0,2265.9,2726.3,2208.1,2426.5,2446.5,2319.1,2712.8,2221.0,2128.2,2118.0,1162.8,1758.6
4632413k17Rik,1.169,0.0089,,1.050,1.392,1.066,,,,,,,1133.4,1225.5,1195.2,1166.0,1091.0,780.8,741.0,717.5,490.1,531.1,587.7,1820.3,2169.0,2188.4,1547.1,2096.6,2150.7
Rpl31,1.169,0.000266666666667,1.211,,1.231,1.066,1566.5,1598.3,1486.9,1349.8,1300.7,1190.1,529.4,564.4,558.2,330.0,349.3,557.8,661.0,603.6,494.1,515.9,470.8,30757.3,36510.7,34447.0,30671.4,34094.0,30635.7
Smpd2,1.169,0.010766666666667,1.268,1.049,1.176,1.184,47.6,47.2,45.9,37.1,35.1,38.7,82.5,54.2,79.7,84.3,53.2,286.1,259.4,264.1,240.9,228.2,219.3,520.6,429.9,564.6,470.0,324.9,484.3
Thap1,1.169,0.0037,1.027,0.888,1.224,1.539,29.4,30.8,28.6,28.7,25.4,32.4,52.7,48.0,39.5,55.8,49.5,74.1,57.0,61.4,52.2,50.7,54.3,3982.9,3242.7,3172.7,2664.9,1849.0,2242.1
Fbxo31,1.170,0.011166666666667,,1.129,1.164,1.216,44.5,39.7,44.2,35.6,26.8,34.9,326.6,383.5,307.8,332.0,269.0,140.0,139.9,135.1,117.7,126.6,112.1,84.8,137.5,67.7,121.5,74.0,43.0
Dgkq,1.170,0.001233333333333,1.134,1.194,1.182,,39.3,40.7,37.2,38.1,35.5,29.8,202.5,208.5,169.8,164.5,159.7,464.4,452.3,512.2,392.7,372.4,444.3,278.5,168.1,264.4,185.8,57.0,173.6
Rpl3,1.170,0.0005,1.080,1.274,1.109,1.217,1226.4,1350.6,1215.4,1200.9,1244.5,1064.7,14672.0,15750.0,19358.0,12831.0,13221.0,15012.1,13893.1,14304.9,12548.1,13111.5,13310.4,18922.7,17472.4,22188.8,19543.0,13227.3,15378.2
Cebpb,1.170,0.070166666666667,1.058,0.967,1.352,1.303,19.1,20.0,18.3,18.9,17.6,17.8,244.6,393.8,167.6,298.6,257.0,261.1,186.4,230.5,174.6,138.1,188.7,608.1,440.8,341.8,365.2,413.0,289.4
Pddc1,1.170,0.0207,1.196,0.901,,1.414,60.8,47.8,63.1,49.8,46.6,47.2,149.9,157.7,134.5,175.5,151.6,,,,,,,178.6,156.8,187.7,126.1,131.8,112.1
Phca,1.170,0.009833333333333,1.146,1.227,1.126,1.181,9.2,7.6,8.8,8.2,6.2,7.8,30.5,45.3,36.3,34.3,26.6,122.2,130.8,139.5,124.1,102.0,122.5,1681.1,1281.3,983.0,1244.1,1015.8,1079.6
Ythdf1,1.170,0.0076,0.903,1.396,1.117,1.265,97.0,88.2,90.6,112.6,97.0,95.9,331.6,329.6,295.4,218.7,238.0,694.8,692.8,591.3,613.6,542.8,614.8,21427.8,17307.4,14316.3,12353.8,14299.1,15287.2
Ppp4c,1.171,0.017666666666667,1.143,0.875,1.364,1.300,147.6,151.3,146.4,134.0,117.8,137.8,1530.6,2100.0,1317.8,2112.0,1659.6,2958.4,2709.6,2677.5,1964.9,1967.6,2184.1,15233.2,11243.5,11529.9,11527.4,8700.1,9006.3
Dusp12,1.171,0.005966666666667,1.235,1.296,0.936,1.216,27.0,24.8,22.0,20.3,22.4,17.1,945.8,1061.4,913.0,751.6,750.6,21.3,19.3,22.0,23.2,25.4,18.2,4530.4,4958.4,4206.4,4452.3,3043.7,3762.0
4921511i16Rik,1.171,0.0353,,1.034,0.914,1.564,,,,,,,516.2,564.4,485.3,494.0,516.0,48.8,36.2,51.1,50.2,48.4,50.2,1987.8,1530.3,1431.9,1120.4,1058.1,985.6
Tpm3,1.171,0.003866666666667,0.854,1.461,1.275,1.094,138.7,118.5,134.8,150.5,142.0,166.5,8196.0,6986.0,8427.0,4964.0,5808.0,2282.6,2205.7,2312.7,1586.3,1879.0,1870.2,16003.7,17720.5,17573.9,14744.9,16459.1,15685.0
Exosc4,1.171,0.0036,1.087,1.259,1.168,,30.8,31.3,28.9,30.1,24.0,29.7,429.0,495.2,431.2,394.1,323.8,438.9,390.4,388.1,318.6,339.0,385.0,2710.9,2351.2,2146.3,1380.0,1336.8,1570.2
Med25,1.171,0.020333333333333,1.124,1.283,,1.107,81.8,71.5,69.0,58.5,67.6,71.7,926.0,1225.5,966.0,925.4,694.2,,,,,,,289.4,421.5,431.4,351.6,352.2,328.1
Stip1,1.172,0.0614,1.084,0.938,1.264,1.400,291.0,203.6,193.0,235.8,186.4,212.4,1048.7,571.0,845.4,1061.8,689.8,848.1,682.0,652.4,671.6,503.4,551.6,3482.6,2157.8,2472.6,2679.6,1520.2,1594.9
Acot7,1.172,0.185466666666667,1.217,1.036,,1.261,57.5,35.9,41.6,41.0,37.5,32.4,389.8,403.4,258.4,464.4,212.2,,,,,,,759.9,517.5,451.1,673.6,391.6,305.4
2410104i19Rik,1.172,0.001833333333333,,1.088,1.165,1.262,,,,,,,1508.3,1517.2,1653.2,1280.2,1586.9,3173.2,3322.2,2945.5,2619.6,2689.6,2792.0,2006.2,1913.0,1811.2,1774.6,1404.9,1361.9
Dscr3,1.172,0.004566666666667,1.212,1.039,1.058,1.378,100.4,98.4,72.3,85.7,67.0,70.8,1007.4,864.8,966.0,936.5,884.6,64.6,63.9,74.6,63.8,65.8,62.5,6461.3,4433.4,5684.4,3983.2,4272.5,3772.0
Zcchc9,1.172,0.001066666666667,1.002,1.168,1.220,1.299,109.9,107.9,84.6,94.2,104.4,103.3,324.4,383.5,347.0,287.7,314.4,184.8,195.3,202.7,150.1,158.5,169.2,7902.3,5678.9,6797.9,6013.3,5331.8,4348.5
Ralbp1,1.172,0.000233333333333,1.186,1.150,1.180,,128.0,133.0,115.7,108.7,94.4,114.6,644.6,712.6,660.6,563.2,606.2,1485.1,1405.0,1391.1,1286.1,1144.1,1197.5,4208.0,3891.6,4276.8,3538.8,2375.8,3175.1
2810026p18Rik,1.172,0.000133333333333,1.073,1.244,1.171,1.201,98.9,109.2,107.1,102.4,90.9,100.4,1217.0,1569.0,1271.6,980.2,1195.0,382.0,362.5,388.6,344.8,332.2,291.0,19742.2,17109.3,19902.7,17735.2,15156.1,14371.1
Usmg5,1.172,0.0089,1.197,1.299,1.227,0.966,107.2,101.6,93.8,93.9,75.6,83.4,1841.4,1870.0,1768.4,1240.8,1571.6,148.6,119.9,112.6,137.2,102.6,70.8,4973.4,6367.2,6224.1,6381.2,6515.5,5285.0
Eif2b1,1.172,0.0062,0.940,1.320,1.228,1.202,42.7,46.4,48.9,51.5,45.9,49.4,563.8,448.2,602.2,456.8,358.6,263.2,272.7,304.1,204.8,234.7,244.7,3791.1,3820.2,3341.9,3672.9,2690.9,2750.8
C230096c10Rik,1.173,0.012866666666667,1.186,0.990,1.278,1.235,256.6,256.9,246.6,213.2,204.9,222.8,1185.0,1902.6,1212.2,1539.2,1355.5,106.3,88.9,103.8,81.6,81.5,70.8,1737.5,1890.3,1976.9,1289.4,1962.1,1285.7
Ddx48,1.173,0.0133,,1.228,1.252,1.038,,,,,,,578.0,533.4,594.8,481.1,445.2,1021.2,1070.8,1065.7,700.9,810.4,1011.4,19547.6,17299.2,15492.2,14993.2,14456.6,20977.8
Mnat1,1.173,0.002866666666667,1.212,1.110,1.325,1.043,35.0,32.1,36.3,23.7,24.3,37.3,153.2,172.4,157.6,140.2,149.9,202.2,257.5,237.7,176.7,176.1,173.4,15.3,17.9,17.6,17.9,15.7,15.1
Ptp4a1,1.173,0.005833333333333,1.097,1.212,0.940,1.441,126.8,127.1,116.5,125.5,98.5,113.6,741.4,706.6,607.4,556.6,573.6,156.4,114.7,120.6,147.9,135.8,132.8,6262.3,3793.4,3503.0,3389.5,2527.1,3494.9
Dgcr8,1.173,0.003766666666667,1.175,,1.215,1.127,119.8,110.5,112.4,99.4,96.1,96.0,70.7,42.9,74.8,30.8,54.2,161.4,173.4,153.8,128.9,135.2,137.9,801.6,731.3,900.0,832.1,532.8,793.4
Echs1,1.173,0.020066666666667,1.168,1.161,1.188,,37.2,48.0,36.0,34.1,32.1,37.5,439.0,579.9,570.3,354.3,558.2,163.2,197.2,200.9,155.6,165.9,150.8,667.6,737.9,888.9,696.8,539.3,372.8
Ankhd1,1.173,0.079066666666667,,1.512,0.837,1.170,,,,,,,186.2,224.2,201.9,107.4,162.5,121.5,121.3,131.3,155.3,154.5,137.2,2373.5,1584.5,1918.2,1619.8,1456.4,1946.6
1110005a03Rik,1.173,0.053466666666667,,1.408,1.049,1.063,,,,,,,2294.0,1582.4,2150.0,1324.6,1528.2,55.1,38.7,63.6,51.3,55.7,43.1,8327.3,9311.7,8636.6,7782.9,9309.5,7633.7
Dck,1.173,0.001366666666667,1.053,1.214,1.138,1.289,116.0,119.5,106.4,109.0,114.8,100.9,375.6,381.6,335.2,306.0,294.1,175.2,167.2,191.7,154.6,138.0,176.8,476.1,294.0,193.9,264.8,148.9,334.4
1810015c04Rik,1.173,0.004133333333333,,1.208,1.172,1.140,,,,,,,501.2,464.4,534.0,416.4,411.2,2384.8,2033.2,1982.4,1933.3,1718.1,1808.1,15276.0,13345.3,12457.0,13072.4,8822.8,14153.8
Npepps,1.173,0.0119,1.257,,0.986,1.277,125.4,124.2,126.3,104.9,96.0,98.0,453.8,262.6,516.4,224.2,259.4,22.5,23.7,21.3,28.3,21.3,18.9,1288.7,1195.6,1092.2,976.9,1006.6,817.3
Mia1,1.173,0.010766666666667,1.033,1.146,1.341,,7.0,6.0,5.5,5.9,5.9,6.1,29.4,29.6,33.0,23.7,29.8,52.2,61.0,49.3,41.4,42.0,37.8,432.8,93.4,273.0,146.1,207.0,115.7
Spna2,1.174,<0.00003,1.109,1.241,1.176,1.168,313.7,297.6,298.3,274.9,265.4,280.1,2578.0,2011.6,2509.0,2081.0,1731.2,1627.9,1746.5,1664.2,1448.3,1460.9,1375.0,12900.0,13346.8,15580.4,12844.8,11135.7,11831.2
Sirt7,1.174,0.000333333333333,1.177,1.183,,1.162,183.5,168.4,176.9,148.8,142.6,157.7,5077.0,5491.0,5481.0,4900.0,4148.0,4753.2,4122.6,4649.2,3654.8,3430.7,3932.2,10447.9,11154.5,11207.5,11387.0,7439.9,9398.9
A930028l21Rik,1.175,0.005333333333333,,1.179,0.998,1.348,,,,,,,180.3,192.3,224.8,157.6,180.4,73.5,66.7,67.9,68.0,70.0,70.5,606.7,525.5,540.9,415.6,377.3,448.6
Nasp,1.175,0.019633333333333,1.274,1.000,1.250,,67.7,62.6,50.3,51.8,44.4,45.6,1606.4,1757.6,1400.8,1659.7,1517.0,556.9,445.3,503.6,459.2,355.8,389.6,4027.2,2570.2,2986.8,2540.6,1905.9,1433.0
5730427n09Rik,1.175,0.000633333333333,1.170,1.321,1.267,0.941,669.9,685.8,670.2,592.4,549.2,590.4,8676.0,8810.0,9510.0,6782.0,6840.0,5716.2,5659.6,5830.7,4332.1,4634.8,4608.4,3405.4,3666.8,3187.3,3820.9,3400.9,3682.7
Ube3b,1.175,0.016833333333333,1.023,1.474,1.348,0.855,100.4,115.6,113.1,100.1,102.5,119.0,1555.8,1612.8,1526.0,1091.2,1032.6,1198.3,1081.8,1064.0,784.5,821.1,875.3,162.7,133.1,99.4,190.3,139.2,132.9
C530044n13Rik,1.175,0.043866666666667,,1.370,1.071,1.085,,,,,,,41.4,32.2,44.3,22.9,34.5,125.9,110.2,119.3,90.3,115.5,126.2,465.6,513.1,604.3,494.8,489.7,474.8
1700021f05Rik,1.175,0.003966666666667,,1.240,1.299,0.986,,,,,,,416.6,426.5,389.8,333.0,330.0,587.4,512.8,495.2,470.5,381.9,375.4,5622.3,5837.4,5395.7,5598.7,5872.0,5619.7
Ercc8,1.176,0.104333333333333,0.916,1.058,,1.553,12.7,27.8,13.2,21.1,17.2,20.3,239.0,237.2,232.4,215.1,231.5,,,,,,,1030.7,992.9,953.3,408.5,816.2,691.6
4931406i20Rik,1.176,0.0085,,1.094,1.057,1.376,,,,,,,3334.0,4095.0,3294.0,3485.0,3048.0,91.5,83.3,90.6,81.1,83.9,86.1,675.8,634.6,488.4,483.1,470.4,353.8
Arsa,1.176,0.0054,1.092,1.257,1.026,1.329,19.5,19.0,21.4,18.0,17.7,19.1,412.2,460.2,429.8,329.3,361.4,328.1,383.0,340.6,323.9,315.7,385.6,234.2,153.0,254.0,182.1,97.9,202.5
Terf2ip,1.176,0.006166666666667,1.131,0.960,1.346,1.267,32.3,25.5,26.2,24.2,25.4,24.7,192.0,193.3,179.2,188.4,203.7,435.9,337.9,344.9,294.2,268.8,268.3,782.6,745.1,1136.4,877.9,568.9,656.2
Ercc4,1.176,0.000633333333333,1.157,1.206,1.255,1.084,82.4,81.9,85.6,74.6,65.3,76.0,277.2,381.6,319.4,297.6,243.0,334.7,358.9,354.0,279.4,266.9,288.3,434.8,432.2,482.0,481.5,428.8,333.8
Leng1,1.176,0.005266666666667,1.078,1.311,1.234,1.080,15.9,18.6,27.1,17.8,17.7,21.7,371.2,413.8,344.6,313.4,261.2,139.3,135.3,138.5,103.1,108.6,123.0,2289.3,2574.9,2191.7,2243.2,1998.5,2289.4
Stxbp3a,1.176,0.033366666666667,1.042,1.370,,1.116,118.0,131.3,145.6,146.1,109.8,123.0,816.0,629.0,832.8,550.6,558.2,,,,,,,2869.4,2781.0,1996.8,2430.1,1886.5,2534.6
Cnot3,1.176,0.002933333333333,1.078,1.019,1.211,1.396,195.6,185.8,161.9,195.7,138.7,169.5,495.4,442.8,453.0,432.0,478.0,139.8,130.9,149.4,110.4,107.3,129.1,123.2,153.5,188.0,133.8,57.6,141.5
Dars,1.176,0.0002,1.058,1.204,1.290,1.154,140.3,159.0,138.2,142.7,139.2,131.8,271.0,287.8,261.8,249.2,205.3,121.3,107.9,121.0,95.0,87.9,88.6,7102.7,7026.0,6063.1,6100.6,5432.4,5960.4
Rnpc3,1.176,0.011533333333333,1.107,1.010,,1.412,56.6,55.9,55.2,50.4,48.5,52.7,158.4,157.6,140.2,146.9,154.3,,,,,,,790.3,703.4,585.1,616.5,437.6,418.4
Dgat1,1.176,0.0129,0.954,1.306,1.134,1.311,57.7,49.1,50.3,57.7,47.1,59.9,124.6,78.1,132.6,79.8,91.3,229.9,226.0,231.6,189.4,203.4,213.4,1372.1,1209.8,1126.6,1089.9,814.3,924.6
Pkd1,1.176,0.063333333333333,1.312,1.343,1.501,0.550,137.2,130.6,120.8,102.3,78.5,115.3,683.0,626.6,649.8,511.8,461.2,140.7,112.3,108.7,81.9,75.6,83.3,39.7,114.6,49.4,94.3,189.7,86.5
Dhrs7b,1.177,0.0146,1.062,1.234,,1.233,60.5,65.2,56.7,52.4,60.5,58.8,298.4,335.2,238.0,232.8,238.0,,,,,,,2106.0,1439.6,1910.3,1602.8,1450.2,1370.5
Ubxd4,1.177,0.0233,1.128,1.322,0.854,1.403,60.7,60.7,58.2,51.3,49.9,58.1,99.6,54.0,74.3,53.7,61.2,29.3,27.6,30.1,30.3,28.7,42.8,2089.4,1969.2,2371.8,1651.8,1672.2,1260.5
Pofut2,1.177,0.0072,1.178,1.133,1.220,,47.6,41.8,41.3,36.2,36.1,38.7,245.4,285.9,217.8,217.6,223.2,56.5,67.8,78.8,59.8,55.6,51.1,208.8,239.0,300.4,155.0,129.2,187.8
Phr1,1.177,0.001966666666667,1.017,1.382,1.053,1.256,385.8,405.8,367.5,384.7,366.9,387.7,1816.6,1431.6,1660.0,994.8,1373.6,479.7,634.1,588.2,551.1,510.6,554.9,948.3,829.7,835.0,724.4,609.4,746.2
2610035d17Rik,1.177,0.1845,,1.212,1.181,1.139,,,,,,,222.2,314.4,164.5,234.1,151.6,461.0,350.2,596.3,434.0,280.2,477.6,670.2,321.5,720.6,719.9,306.3,477.2
Zfp294,1.177,0.013933333333333,1.011,1.323,0.986,1.390,171.6,162.0,176.3,168.1,170.1,166.1,175.3,134.5,150.9,99.6,132.6,126.3,123.0,115.3,130.1,118.1,121.6,4052.9,3556.7,2312.5,3245.7,1432.5,2459.5
Atp5c1,1.178,0.0001,1.024,1.293,1.128,1.265,682.4,731.2,687.2,730.2,653.5,668.5,8686.0,8080.0,7970.0,5750.0,7002.0,3324.6,3098.2,3130.0,2921.7,2806.2,2737.2,15105.2,14577.0,14921.0,14213.6,11796.9,9250.3
4930556p03Rik,1.178,0.005133333333333,,1.237,1.285,1.011,,,,,,,701.5,721.0,787.0,563.2,627.6,154.4,186.6,192.0,122.5,134.7,157.6,3876.0,4312.0,4861.5,4447.5,4319.2,4146.1
Stat6,1.178,0.0053,0.882,1.159,1.234,1.435,362.7,337.7,327.2,424.6,360.8,379.3,1138.8,954.2,1146.3,891.0,972.4,143.7,147.4,122.6,116.9,99.0,119.4,203.4,125.1,130.4,135.1,77.3,107.2
Rnf5,1.178,0.008266666666667,1.179,1.183,1.239,1.111,111.4,103.5,88.0,88.6,82.8,85.6,408.6,316.0,405.3,381.0,255.8,321.4,349.8,324.6,300.3,252.4,250.9,4601.2,4465.4,3468.2,4799.0,3544.0,2942.9
Uspl1,1.178,0.0016,1.052,1.219,,1.262,126.5,126.4,117.7,118.4,119.2,114.4,892.0,724.2,972.4,667.7,748.0,,,,,,,2893.6,2625.5,2852.4,2495.2,2427.6,1709.8
Hnrpdl,1.178,0.005533333333333,1.137,,1.207,1.190,306.6,305.1,207.8,234.4,234.9,251.4,877.1,750.7,885.0,536.0,591.4,2358.4,2309.4,2637.9,1878.3,1950.8,2223.8,14862.6,14666.4,13364.3,11663.7,11522.9,12872.1
Ubr1,1.178,0.020833333333333,1.095,1.392,0.996,1.229,164.2,167.9,134.3,143.5,141.7,140.9,239.0,209.6,292.4,128.0,226.9,503.1,621.2,594.4,606.8,623.9,494.8,526.8,348.7,534.0,425.0,383.3,338.6
Setd5,1.178,0.095766666666667,0.991,1.101,,1.442,154.2,148.6,142.1,151.3,141.9,155.7,1584.6,2852.0,1565.7,1822.0,1812.2,,,,,,,231.3,337.3,304.4,234.4,233.3,137.6
Was,1.178,0.000166666666667,1.016,1.310,1.291,1.094,101.1,100.0,105.9,98.1,99.8,104.1,2133.0,2314.0,2322.0,1673.4,1770.6,1931.2,1663.1,1797.9,1312.3,1378.5,1486.4,857.1,864.0,945.7,818.9,866.6,751.2
Zbtb1,1.179,0.005066666666667,1.206,1.208,1.271,1.029,94.3,87.6,76.4,73.7,67.4,73.1,267.8,193.7,214.6,163.1,209.9,109.2,98.8,108.4,86.8,77.7,84.5,481.7,367.9,379.7,393.4,323.4,477.5
Tcf19,1.179,0.041933333333333,1.147,1.227,,1.163,20.5,33.7,24.7,24.6,26.5,17.6,449.8,391.6,340.0,355.6,286.4,233.9,156.4,217.8,171.1,147.3,133.7,259.2,130.0,237.6,191.1,174.5,173.3
Katna1,1.179,0.008933333333333,1.026,1.233,1.118,1.339,142.1,129.3,138.8,139.5,134.1,126.4,722.4,729.6,712.8,556.6,613.8,32.3,18.9,23.1,26.3,23.4,16.7,2337.2,2263.9,1969.4,1960.2,1423.4,1521.5
Mppe1,1.179,0.002266666666667,1.067,,1.316,1.155,103.1,108.7,108.1,99.9,103.9,96.1,2023.2,1722.8,1964.0,913.0,1116.0,939.7,1062.0,1089.1,889.8,760.7,698.3,6589.2,7781.8,6812.7,7098.5,5460.9,5785.3
Csnk2a2,1.179,0.035366666666667,0.938,0.755,1.388,1.635,207.2,226.9,158.7,223.3,207.4,201.2,390.4,638.2,400.2,645.6,615.4,1176.0,1115.0,1057.8,689.0,785.4,937.7,3451.6,2150.1,3405.8,2154.2,1453.9,1901.8
Cpsf1,1.180,0.0003,1.088,1.090,1.221,1.320,81.1,89.7,90.5,79.6,80.3,80.4,614.6,568.6,638.2,620.8,493.7,2318.6,2421.5,2368.1,1860.4,1761.2,2201.8,806.0,753.9,951.2,629.0,530.5,742.4
Cdadc1,1.180,0.007733333333333,0.960,1.435,1.276,1.047,49.2,50.2,45.9,51.9,50.0,49.4,81.7,74.0,67.2,51.0,52.5,99.3,92.8,89.8,79.0,65.8,76.2,1208.2,900.6,1047.4,1256.5,747.0,1010.9
B230380d07Rik,1.180,0.004566666666667,1.206,1.277,1.255,0.980,72.0,74.9,81.0,73.8,54.5,60.6,912.2,904.4,899.6,651.4,766.6,171.8,147.0,154.5,99.8,123.0,154.2,5806.1,6096.1,4463.3,5754.3,4619.8,6320.6
Senp3,1.180,0.001233333333333,1.136,1.218,1.139,1.227,79.2,67.6,81.5,67.4,74.7,58.9,513.4,462.6,441.8,407.8,368.4,436.9,456.4,441.7,410.2,361.7,400.7,361.9,303.4,329.1,362.8,232.1,215.6
Hnrpa0,1.180,0.013133333333333,,1.024,1.156,1.360,,,,,,,193.7,226.3,185.6,214.0,180.4,89.0,80.5,59.0,60.9,63.0,73.8,23665.5,23180.4,20767.4,17590.8,14936.4,17192.3
Vapb,1.180,0.0161,0.998,1.257,1.285,,81.4,82.1,76.0,86.6,69.2,84.1,509.6,577.6,507.4,397.2,448.2,178.2,173.9,144.5,114.7,124.2,147.6,1722.1,2838.9,1767.7,1530.0,1194.5,753.1
Trip4,1.180,0.000666666666667,0.994,1.206,1.151,1.371,34.1,39.4,39.1,37.4,34.2,41.9,149.9,179.5,182.7,129.9,153.2,61.9,52.7,60.0,51.8,51.4,48.5,886.2,747.0,784.1,595.4,621.4,546.3
Them2,1.180,0.007166666666667,1.275,1.039,1.071,1.337,42.2,36.7,43.1,39.9,27.1,28.6,2038.0,2277.0,2030.0,2131.0,1939.0,113.9,72.3,87.8,82.8,94.7,78.4,4499.0,4640.1,4858.0,3402.6,4362.4,2705.9
Rbks,1.181,0.019,1.134,1.281,1.004,1.303,40.8,40.3,39.6,38.4,37.5,30.5,179.2,153.8,165.6,94.0,165.6,133.0,177.2,139.6,140.9,154.5,152.5,282.8,260.6,270.8,282.5,134.0,208.3
Macf1,1.181,0.011,,1.177,0.980,1.385,,,,,,,2406.0,2073.0,2350.0,1749.0,2118.0,2349.3,2442.5,2715.0,2603.0,2369.2,2689.6,14957.2,10780.8,13399.9,10083.9,8710.9,9459.3
Gypc,1.181,0.0004,1.228,1.236,1.150,1.109,81.0,78.9,86.7,58.6,68.7,73.6,344.0,391.6,321.2,282.0,287.8,219.9,214.2,188.5,173.0,176.0,192.4,392.9,370.9,373.2,344.2,255.4,425.8
Cox7c,1.181,0.0084,1.048,1.098,1.295,1.282,188.9,160.4,178.0,181.7,165.8,155.8,108.2,73.8,58.2,68.4,77.4,3860.3,4200.5,3701.0,3166.7,3197.2,2716.6,27834.8,27622.5,22785.3,23160.3,19063.9,18806.7
Sec61a1,1.181,0.000266666666667,1.198,1.186,1.196,1.144,325.7,303.3,278.1,268.6,227.4,261.1,2428.0,2350.0,2030.0,1800.8,2026.0,300.1,324.7,291.0,258.3,238.7,268.8,4148.3,3751.9,4570.6,4035.2,3654.0,3210.8
Sesn1,1.181,0.005933333333333,1.094,1.262,1.014,1.355,236.1,238.0,223.1,216.4,201.4,219.3,3770.0,3544.0,4688.0,2996.0,3346.0,1600.6,2052.3,1720.5,1557.2,1801.7,1940.8,2459.1,3005.9,1901.9,1735.2,1034.8,2668.1
B130006d01Rik,1.182,0.066466666666667,,1.003,1.085,1.458,,,,,,,74.8,66.7,86.3,59.1,92.4,55.4,55.7,46.1,48.2,46.7,50.0,192.1,118.4,161.9,129.4,85.9,108.7
Golga3,1.182,0.001833333333333,1.129,1.205,,1.212,80.0,75.3,78.8,77.4,67.7,62.2,241.2,226.3,248.0,163.1,232.8,388.2,305.4,384.5,272.6,259.0,281.3,574.5,580.4,562.7,476.6,507.3,433.4
Yars,1.182,0.005066666666667,1.286,1.004,1.005,1.434,67.5,63.3,55.9,48.7,48.6,47.9,294.4,249.6,274.6,294.6,249.2,35.0,29.3,41.3,31.9,40.1,33.0,1824.9,1923.8,1733.8,1663.6,954.6,1204.6
Adcy7,1.182,3.33333333333333E-05,1.085,1.233,1.242,1.168,316.4,341.2,324.1,317.4,278.7,308.5,3518.0,3644.0,3812.0,2820.0,3114.0,1023.1,1119.3,1189.6,800.8,872.1,1009.2,24386.4,20258.6,21544.5,17026.6,18710.5,20924.4
Mphosph9,1.182,0.003266666666667,1.274,1.220,1.052,,35.8,44.9,39.0,29.9,30.1,33.8,73.4,81.5,83.7,66.3,64.2,33.2,34.0,32.5,35.2,30.0,29.5,3085.0,2540.7,2979.5,1735.3,1580.5,1945.4
Exosc8,1.182,0.000633333333333,1.193,1.158,1.158,1.220,142.5,120.4,102.9,111.8,91.3,103.5,902.0,928.7,1021.8,929.6,712.6,1088.1,1059.3,1128.4,995.6,990.0,843.3,7339.1,5529.4,6521.8,5958.0,4885.3,5052.5
Arcn1,1.182,0.003466666666667,1.043,1.369,1.019,1.299,159.9,157.6,137.8,152.0,140.0,144.5,329.8,256.4,288.2,202.8,223.2,89.1,91.7,84.7,90.3,92.7,77.6,4642.0,3680.2,4502.0,3910.5,2802.4,3159.0
Celsr2,1.183,0.022033333333333,1.462,1.096,1.283,0.890,21.7,22.0,20.7,13.7,16.2,14.1,87.9,94.0,61.7,76.3,71.9,43.6,46.0,42.8,34.8,27.4,40.9,35.3,41.2,54.7,33.0,57.0,57.5
